,init,0325,0401,0408,0415,0422,0429,0506,0513,0520,0527,1119,1126,1203,1210
Alaska,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
Alabama,806,806,2412,1633,1509,1540,1582,1644,1671,1674,1674,1674,1674,1674,1674
Arkansas,300,255,249,300,300,296,300,300,297,300,300,300,300,293,300
Arizona,900,900,720,900,900,900,886,900,900,900,900,900,895,869,900
California,6622,6622,6622,6622,6622,6622,6622,6622,6622,6622,6622,6622,6622,6622,6622
Colorado,360,360,814,360,348,358,423,360,360,360,360,351,388,479,347
Connecticut,600,480,456,882,1752,1373,1549,1025,1025,1025,1025,1025,1025,1025,1025
Delaware,240,240,192,116,70,117,232,166,188,183,238,238,238,238,238
Florida,2400,2400,1920,2359,2187,2310,2308,2370,2400,2400,2400,2400,2400,2400,2400
Georgia,604,604,890,795,1188,969,1029,754,604,604,604,604,604,604,604
Hawaii,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320
Iowa,168,168,168,168,206,165,168,188,162,206,231,212,296,263,168
Idaho,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242
Illinois,957,957,1585,1072,956,1029,957,1285,1336,1571,1282,936,1044,1037,957
Indiana,1156,965,611,1128,1156,1139,1156,1185,1084,887,1030,1156,1124,1129,1156
Kansas,101,101,103,101,235,111,123,101,101,101,101,132,174,231,255
Kentucky,780,780,578,752,780,763,780,656,647,655,712,780,748,753,780
Louisiana,600,772,1256,600,600,600,600,600,597,600,600,600,600,600,600
Massachusetts,840,690,1030,1395,2457,1680,2099,1569,1569,1569,1569,1569,1569,1569,1569
Maryland,624,624,624,698,996,977,664,682,835,791,624,624,624,624,624
Maine,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149
Michigan,1020,2085,2466,1493,1493,1493,1493,1485,1493,1493,1493,1479,1409,1476,1493
Minnesota,830,830,830,830,825,830,830,826,830,822,815,809,755,791,830
Missouri,1099,1099,789,1054,995,1075,1091,916,988,968,1024,1082,986,923,999
Mississippi,240,202,268,240,240,262,240,240,252,240,240,240,240,240,240
Montana,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
North Carolina,1276,1276,775,1235,1160,1212,1184,1246,1276,1276,1276,1276,1276,1276,1276
North Dakota,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245
Nebraska,360,360,288,360,332,358,339,356,360,352,345,344,341,313,339
New Hampshire,600,600,480,384,307,246,315,600,600,600,600,600,600,600,600
New Jersey,736,1390,1429,2446,2540,2793,2206,3080,2143,2179,2206,2206,2206,2206,2206
New Mexico,378,378,302,378,378,378,371,378,378,378,378,378,373,343,378
Nevada,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503
New York,1320,3460,5077,5439,3730,3955,3345,3016,3958,4003,4030,4030,4030,4030,4030
Ohio,1637,1310,1048,1427,1160,1271,1637,1332,1574,1610,1637,1637,1637,1637,1637
Oklahoma,480,480,460,480,467,478,456,479,479,479,479,470,440,506,460
Oregon,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480
Pennsylvania,1200,960,812,1097,1168,1604,1389,1947,1687,1519,1397,1397,1397,1397,1397
Rhode Island,233,233,139,285,313,473,417,434,434,434,434,434,434,434,434
South Carolina,759,759,607,718,705,713,678,729,759,759,759,759,759,759,759
South Dakota,315,315,315,315,310,315,315,311,315,307,300,305,269,292,315
Tennessee,570,570,1142,543,534,521,502,540,567,570,570,570,570,570,570
Texas,5245,5156,4589,5245,5245,5245,5245,5245,5245,5245,5245,5245,5245,5238,5245
Utah,432,432,346,432,432,432,425,432,432,432,432,432,427,401,432
Virginia,1520,1520,1216,1446,1210,1231,1512,1506,1409,1476,1520,1520,1520,1520,1520
Vermont,125,227,182,110,66,40,185,252,252,252,252,252,252,252,252
Washington,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720
Wisconsin,372,298,281,357,367,355,372,334,314,269,299,415,519,408,373
West Virginia,420,420,376,278,224,218,412,346,313,355,420,420,420,420,420
Wyoming,108,108,86,108,108,108,101,108,108,108,108,108,103,90,108
District of Columbia,264,264,264,214,223,239,256,250,230,220,264,264,264,264,264
SNS,7200,4341,2000,0,0,0,0,0,0,0,0,0,0,0,0
